,省,市县,经度,纬度,编号
1058,江苏省,江苏响水 经度,119.56,34.2,15
1059,江苏省,江苏大丰 经度,120.45,33.19,15
1060,江苏省,江苏东台 经度,120.31,32.84,15
1061,江苏省,江苏海安 经度,120.45,32.57,15
1062,江苏省,江苏如皋 经度,120.56,32.39,15
1063,江苏省,江苏如东 经度,121.18,32.33,15
1064,江苏省,江苏启东 经度,121.66,31.8,15
1065,江苏省,江苏海门 经度,121.15,31.89,15
1066,江苏省,江苏南通 经度,120.86,32.01,15
1067,江苏省,江苏扬州 经度,119.42,32.39,15
1068,江苏省,江苏宝应 经度,119.32,33.23,15
1069,江苏省,江苏兴化 经度,119.82,32.93,15
1070,江苏省,江苏高邮 经度,119.45,32.78,15
1071,江苏省,江苏泰兴 经度,120.02,32.16,15
1072,江苏省,江苏泰县 经度,120.15,32.51,15
1073,江苏省,江苏泰州 经度,119.9,32.49,15
1074,江苏省,江苏靖江 经度,120.26,32.03,15
1075,江苏省,江苏江都 经度,119.55,32.43,15
1076,江苏省,江苏邗江 经度,119.42,32.39,15
1077,江苏省,江苏仪征 经度,119.16,32.27,15
1078,江苏省,江苏镇江 经度,119.44,32.2,15
1079,江苏省,江苏丹徒 经度,119.44,32.2,15
1080,江苏省,江苏扬中 经度,119.81,32.24,15
1081,江苏省,江苏丹阳 经度,119.55,32.0,15
1082,江苏省,江苏武进 经度,119.95,31.78,15
1083,江苏省,江苏宜兴 经度,119.82,31.36,15
1084,江苏省,江苏金坛 经度,119.56,31.74,15
1085,江苏省,江苏溧阳 经度,119.48,31.43,15
1086,江苏省,江苏句容 经度,119.16,31.95,15
1087,江苏省,江苏溧水 经度,119.02,31.65,15
1088,江苏省,江苏高淳 经度,118.87,31.32,15
1089,江苏省,江苏江阴 经度,120.26,31.91,15
1090,江苏省,江苏沙洲 经度,120.55,31.86,15
1091,江苏省,江苏常熟 经度,120.74,31.64,15
1092,江苏省,江苏太仓 经度,121.1,31.45,15
1093,江苏省,江苏昆山 经度,120.95,31.39,15
1094,江苏省,江苏吴县 经度,120.62,31.32,15
1095,江苏省,江苏吴江 经度,120.63,31.16,15
1096,江西省,江西南昌 经度,115.89,28.68,16
1097,江西省,江西新建 经度,115.8,28.69,16
1098,江西省,江西景德镇 经度,117.22,29.3,16
1099,江西省,江西萍乡 经度,113.85,27.6,16
1100,江西省,江西九江 经度,115.97,29.71,16
1101,江西省,江西彭泽 经度,116.56,29.9,16
1102,江西省,江西湖口 经度,116.23,29.75,16
1103,江西省,江西都昌 经度,116.19,29.29,16
1104,江西省,江西星子 经度,116.03,29.47,16
1105,江西省,江西永修 经度,115.82,29.04,16
1106,江西省,江西德安 经度,115.75,29.33,16
1107,江西省,江西瑞昌 经度,115.65,29.68,16
1108,江西省,江西武宁 经度,115.09,29.26,16
1109,江西省,江西修永 经度,114.55,29.04,16
1110,江西省,江西上饶 经度,117.97,28.47,16
1111,江西省,江西婺源 经度,117.83,29.25,16
1112,江西省,江西德兴 经度,117.58,28.96,16
1113,江西省,江西玉山 经度,118.25,28.68,16
1114,江西省,江西广丰 经度,118.2,28.45,16
1115,江西省,江西铅山 经度,117.71,28.32,16
1116,江西省,江西横峰 经度,117.62,28.42,16
1117,江西省,江西鹰潭 经度,117.02,28.23,16
1118,江西省,江西贵溪 经度,117.2,28.3,16
1119,江西省,江西余江 经度,116.82,28.22,16
1120,江西省,江西万年 经度,117.08,28.7,16
1121,江西省,江西乐平 经度,117.12,28.97,16
1122,江西省,江西波阳 经度,116.68,29.0,16
1123,江西省,江西于干 经度,116.69,28.7,16
1124,江西省,江西弋阳 经度,117.43,28.42,16
1125,江西省,江西宜春 经度,114.38,27.81,16
1126,江西省,江西万载 经度,114.44,28.11,16
1127,江西省,江西铜鼓 经度,114.37,28.53,16
1128,江西省,江西宜丰 经度,114.78,28.4,16
1129,江西省,江西上高 经度,114.91,28.25,16
1130,江西省,江西安义 经度,115.55,28.86,16
1131,江西省,江西奉新 经度,115.38,28.71,16
1132,江西省,江西高安 经度,115.38,28.42,16
1133,江西省,江西丰城 经度,115.7,28.19,16
1134,江西省,江西清江 经度,115.54,28.07,16
1135,江西省,江西新余 经度,114.92,27.81,16
1136,江西省,江西分宜 经度,114.68,27.82,16
1137,江西省,江西靖安 经度,115.37,28.88,16
1138,江西省,江西抚州 经度,116.34,28.0,16
1139,江西省,江西临川 经度,116.29,27.95,16
1140,江西省,江西金溪 经度,116.77,27.92,16
1141,江西省,江西资溪 经度,117.06,27.7,16
1142,江西省,江西黎川 经度,116.91,27.3,16
1143,江西省,江西南丰 经度,116.52,27.22,16
1144,江西省,江西南城 经度,116.62,27.56,16
1145,江西省,江西宜黄 经度,116.2,27.55,16
1146,江西省,江西崇仁 经度,116.05,27.75,16
1147,江西省,江西乐安 经度,115.82,27.44,16
1148,江西省,江西东乡 经度,116.61,28.23,16
1149,江西省,江西进贤 经度,116.26,28.37,16
1150,江西省,江西吉安 经度,114.97,27.12,16
1151,江西省,江西新干 经度,115.4,27.77,16
1152,江西省,江西峡江 经度,115.15,27.56,16
1153,江西省,江西吉水 经度,115.14,27.22,16
1154,江西省,江西永丰 经度,115.42,27.33,16
1155,江西省,江西泰和 经度,114.88,26.81,16
1156,江西省,江西万安 经度,114.77,26.47,16
1157,江西省,江西遂川 经度,114.5,26.33,16
1158,江西省,江西宁冈 经度,113.97,26.71,16
1159,江西省,江西永新 经度,114.23,26.96,16
1160,江西省,江西莲花 经度,113.94,27.14,16
1161,江西省,江西安福 经度,114.62,27.39,16
1162,江西省,江西井冈山 经度,114.17,26.57,16
1163,江西省,江西赣州 经度,114.92,25.85,16
1164,江西省,江西广昌 经度,116.32,26.84,16
1165,江西省,江西石城 经度,116.32,26.34,16
1166,江西省,江西宁都 经度,116.0,26.46,16
1167,江西省,江西兴国 经度,115.33,26.32,16
1168,江西省,江西于都 经度,115.39,25.96,16
1169,江西省,江西瑞金 经度,116.02,25.89,16
1170,江西省,江西会昌 经度,115.79,25.58,16
1171,江西省,江西安远 经度,115.41,25.15,16
1172,江西省,江西寻乌 经度,115.64,24.96,16
1173,江西省,江西定南 经度,115.02,24.7,16
1174,江西省,江西龙南 经度,114.79,24.91,16
1175,江西省,江西全南 经度,114.53,24.76,16
1176,江西省,江西信丰 经度,114.94,25.39,16
1177,江西省,江西赣县 经度,114.02,25.85,16
1178,江西省,江西南康 经度,114.75,25.66,16
1179,江西省,江西上犹 经度,114.55,25.8,16
1180,江西省,江西崇义 经度,114.31,25.69,16
1181,江西省,江西大余 经度,114.36,25.39,16
1182,河北省,河北石家庄 经度,114.48,38.03,17
1183,河北省,河北唐山 经度,118.02,39.63,17
1184,河北省,河北行唐 经度,114.54,38.42,17
1185,河北省,河北灵寿 经度,114.38,38.31,17
1186,河北省,河北束鹿 经度,115.18,37.94,17
1187,河北省,河北晋县 经度,115.03,38.03,17
1188,河北省,河北藁城 经度,114.84,38.03,17
1189,河北省,河北高邑 经度,114.58,37.62,17
1190,河北省,河北赵县 经度,114.78,37.76,17
1191,河北省,河北井陉 经度,114.13,38.03,17
1192,河北省,河北获鹿 经度,114.03,38.08,17
1193,河北省,河北新乐 经度,114.67,38.33,17
1194,河北省,河北正定 经度,114.56,38.13,17
1195,河北省,河北深泽 经度,115.2,38.2,17
1196,河北省,河北无极 经度,114.96,38.16,17
1197,河北省,河北赞皇 经度,114.35,37.65,17
1198,河北省,河北元氏 经度,114.5,37.74,17
1199,河北省,河北栾城 经度,114.64,38.87,17
1200,河北省,河北平山 经度,114.24,38.2,17
1201,河北省,河北邯郸 经度,114.47,36.6,17
1202,河北省,河北永年 经度,114.5,36.77,17
1203,河北省,河北曲周 经度,114.92,36.78,17
1204,河北省,河北馆陶 经度,115.4,36.47,17
1205,河北省,河北魏县 经度,114.94,36.37,17
1206,河北省,河北成安 经度,114.68,36.43,17
1207,河北省,河北大名 经度,115.14,36.28,17
1208,河北省,河北涉县 经度,113.67,36.57,17
1209,河北省,河北鸡泽 经度,113.85,36.95,17
1210,河北省,河北丘县 经度,115.18,36.84,17
1211,河北省,河北广平 经度,114.94,36.49,17
1212,河北省,河北肥乡 经度,114.8,36.56,17
1213,河北省,河北临漳 经度,114.62,36.35,17
1214,河北省,河北磁县 经度,114.37,36.37,17
1215,河北省,河北武安 经度,114.2,36.7,17
1216,河北省,河北邢台 经度,114.48,37.05,17
1217,河北省,河北柏乡 经度,114.68,37.49,17
1218,河北省,河北宁普 经度,114.9,37.62,17
1219,河北省,河北隆尧 经度,114.75,37.35,17
1220,河北省,河北临西 经度,115.5,36.87,17
1221,河北省,河北南官 经度,115.37,37.37,17
1222,河北省,河北巨鹿 经度,115.03,37.22,17
1223,河北省,河北任县 经度,114.68,37.11,17
1224,河北省,河北沙河 经度,114.52,36.94,17
1225,河北省,河北临城 经度,114.5,37.43,17
1226,河北省,河北内丘 经度,114.5,37.28,17
1227,河北省,河北新河 经度,115.22,37.53,17
1228,河北省,河北清河 经度,115.67,37.07,17
1229,河北省,河北威县 经度,115.08,36.97,17
1230,河北省,河北广宗 经度,115.14,37.06,17
1231,河北省,河北平乡 经度,115.02,37.06,17
1232,河北省,河北南和 经度,114.71,37.0,17
1233,河北省,河北保定 经度,115.48,38.85,17
1234,河北省,河北涞水 经度,115.71,39.39,17
1235,河北省,河北涿县 经度,115.98,39.48,17
1236,河北省,河北定兴 经度,115.78,39.28,17
1237,河北省,河北容城 经度,115.86,39.06,17
1238,河北省,河北安新 经度,115.92,38.92,17
1239,河北省,河北蠡县 经度,115.58,38.49,17
1240,河北省,河北博野 经度,115.46,38.46,17
1241,河北省,河北定县 经度,114.02,38.52,17
1242,河北省,河北阜平 经度,114.18,38.85,17
1243,河北省,河北唐县 经度,114.97,38.75,17
1244,河北省,河北涞源 经度,114.67,39.37,17
1245,河北省,河北易县 经度,115.49,39.35,17
1246,河北省,河北新城 经度,115.84,39.34,17
1247,河北省,河北雄县 经度,116.1,38.98,17
1248,河北省,河北徐水 经度,115.65,39.02,17
1249,河北省,河北高阳 经度,115.78,38.68,17
1250,河北省,河北安国 经度,115.3,38.41,17
1251,河北省,河北清苑 经度,115.47,38.76,17
1252,河北省,河北望都 经度,115.14,38.71,17
1253,河北省,河北曲阳 经度,114.68,38.62,17
1254,河北省,河北完县 经度,115.12,38.84,17
1255,河北省,河北满城 经度,115.45,38.95,17
1256,河北省,河北张家口 经度,114.87,40.82,17
1257,河北省,河北康保 经度,114.6,41.87,17
1258,河北省,河北赤城 经度,115.82,40.92,17
1259,河北省,河北怀来 经度,115.54,40.4,17
1260,河北省,河北蔚县 经度,114.53,39.83,17
1261,河北省,河北宣化 经度,115.03,40.63,17
1262,河北省,河北张北 经度,114.7,41.15,17
1263,河北省,河北沽源 经度,115.68,41.68,17
1264,河北省,河北崇礼 经度,115.25,40.98,17
1265,河北省,河北涿鹿 经度,115.2,40.37,17
1266,河北省,河北阳原 经度,114.15,40.12,17
1267,河北省,河北怀安 经度,114.38,40.67,17
1268,河北省,河北尚义 经度,113.95,41.05,17
1269,河北省,河北万全 经度,114.73,40.84,17
1270,河北省,河北承德 经度,117.93,40.97,17
1271,河北省,河北围场 经度,117.72,41.95,17
1272,河北省,河北平泉 经度,118.68,41.02,17
1273,河北省,河北宽城 经度,118.47,40.62,17
1274,河北省,河北兴隆 经度,117.48,40.42,17
1275,河北省,河北滦平 经度,117.53,40.95,17
1276,河北省,河北隆化 经度,117.7,41.32,17
1277,河北省,河北青龙 经度,118.93,40.43,17
1278,河北省,河北丰宁 经度,116.63,41.2,17
1279,河北省,河北秦皇岛 经度,119.57,39.95,17
1280,河北省,河北迁西 经度,118.3,40.15,17
1281,河北省,河北迁安 经度,118.69,40.02,17
1282,河北省,河北昌黎 经度,119.15,39.72,17
1283,河北省,河北卢龙 经度,118.85,39.89,17
1284,河北省,河北滦南 经度,118.67,39.49,17
1285,河北省,河北玉田 经度,117.9,39.9,17
1286,河北省,河北唐海 经度,118.54,39.31,17
1287,河北省,河北遵化 经度,117.97,40.2,17
1288,河北省,河北抚宁 经度,119.22,39.88,17
1289,河北省,河北乐亭 经度,118.9,39.43,17
1290,河北省,河北滦县 经度,118.73,39.74,17
1291,河北省,河北丰南 经度,118.1,39.58,17
1292,河北省,河北丰润 经度,118.13,39.82,17
1293,河北省,河北廊坊 经度,116.7,39.53,17
1294,河北省,河北安次 经度,116.69,39.52,17
1295,河北省,河北三河 经度,117.06,39.97,17
1296,河北省,河北香河 经度,117.0,39.76,17
1297,河北省,河北霸县 经度,116.38,39.12,17
1298,河北省,河北固安 经度,116.29,39.44,17
1299,河北省,河北大城 经度,116.63,38.7,17
1300,河北省,河北文安 经度,116.45,38.87,17
1301,河北省,河北永清 经度,116.48,39.32,17
1302,河北省,河北大厂 经度,116.98,39.98,17
1303,河北省,河北沧州 经度,116.83,38.33,17
1304,河北省,河北黄骅 经度,117.33,38.4,17
1305,河北省,河北盐山 经度,117.22,38.07,17
1306,河北省,河北吴桥 经度,116.37,37.65,17
1307,河北省,河北东光 经度,116.52,37.89,17
1308,河北省,河北肃宁 经度,115.82,38.43,17
1309,河北省,河北河间 经度,116.07,38.45,17
1310,河北省,河北泊头 经度,116.56,38.08,17
1311,河北省,河北交河 经度,116.27,38.02,17
1312,河北省,河北青县 经度,116.8,38.58,17
1313,河北省,河北海兴 经度,117.85,38.17,17
1314,河北省,河北南皮 经度,116.7,38.05,17
1315,河北省,河北任丘 经度,116.08,38.72,17
1316,河北省,河北献县 经度,116.12,38.2,17
1317,河北省,河北孟村 经度,117.1,38.06,17
1318,河北省,河北衡水 经度,115.72,37.72,17
1319,河北省,河北饶阳 经度,115.74,38.24,17
1320,河北省,河北阜城 经度,116.14,37.87,17
1321,河北省,河北景县 经度,116.26,37.69,17
1322,河北省,河北枣强 经度,115.72,37.52,17
1323,河北省,河北深县 经度,115.56,38.02,17
1324,河北省,河北安平 经度,115.5,38.22,17
1325,河北省,河北武强 经度,115.96,38.03,17
1326,河北省,河北武邑 经度,115.9,37.81,17
1327,河北省,河北故城 经度,115.96,37.36,17
1328,河北省,河北冀县 经度,115.56,37.59,17
1329,河南省,河南郑州 经度,113.65,34.76,18
1330,河南省,河南荥阳 经度,113.35,34.79,18
1331,河南省,河南开封 经度,114.35,34.79,18
1332,河南省,河南平顶山 经度,113.29,33.75,18
1333,河南省,河南洛阳 经度,112.44,34.7,18
1334,河南省,河南焦作 经度,113.21,35.24,18
1335,河南省,河南鹤壁 经度,114.17,35.9,18
1336,河南省,河南杞县 经度,114.77,34.56,18
1337,河南省,河南尉氏 经度,114.17,34.41,18
1338,河南省,河南新郑 经度,113.71,34.4,18
1339,河南省,河南登封 经度,113.02,34.46,18
1340,河南省,河南通许 经度,114.46,34.48,18
1341,河南省,河南中牟 经度,114.0,34.73,18
1342,河南省,河南密县 经度,113.35,34.51,18
1343,河南省,河南巩县 经度,112.96,34.76,18
1344,河南省,河南兰考 经度,114.81,34.69,18
1345,河南省,河南新乡 经度,113.85,35.31,18
1346,河南省,河南汲县 经度,114.05,35.44,18
1347,河南省,河南封丘 经度,114.04,35.03,18
1348,河南省,河南获嘉 经度,113.63,35.27,18
1349,河南省,河南温贺 经度,113.06,34.94,18
1350,河南省,河南济源 经度,112.57,35.08,18
1351,河南省,河南博爱 经度,113.05,35.16,18
1352,河南省,河南辉县 经度,113.77,35.46,18
1353,河南省,河南延津 经度,114.19,35.14,18
1354,河南省,河南原阳 经度,113.96,35.05,18
1355,河南省,河南武陟 经度,113.38,35.1,18
1356,河南省,河南孟县 经度,112.77,34.92,18
1357,河南省,河南沁阳 经度,112.92,35.08,18
1358,河南省,河南修武 经度,113.42,35.24,18
1359,河南省,河南安阳 经度,114.35,36.1,18
1360,河南省,河南南乐 经度,115.21,36.08,18
1361,河南省,河南范县 经度,115.46,35.9,18
1362,河南省,河南台前 经度,115.83,36.0,18
1363,河南省,河南滑县 经度,114.52,35.57,18
1364,河南省,河南浚县 经度,114.54,35.67,18
1365,河南省,河南淇县 经度,114.17,35.6,18
1366,河南省,河南内黄 经度,114.88,35.95,18
1367,河南省,河南清丰 经度,115.1,35.89,18
1368,河南省,河南濮阳 经度,114.98,35.71,18
1369,河南省,河南长垣 经度,114.67,35.19,18
1370,河南省,河南汤阴 经度,114.35,35.92,18
1371,河南省,河南林县 经度,113.81,36.06,18
1372,河南省,河南商丘 经度,115.65,34.44,18
1373,河南省,河南夏邑 经度,116.13,34.22,18
1374,河南省,河南柘城 经度,115.29,34.08,18
1375,河南省,河南睢县 经度,115.04,34.46,18
1376,河南省,河南虞城 经度,115.87,34.4,18
1377,河南省,河南永城 经度,116.37,33.94,18
1378,河南省,河南宁陵 经度,115.31,34.44,18
1379,河南省,河南民权 经度,115.13,34.65,18
1380,河南省,河南周口 经度,114.63,33.63,18
1381,河南省,河南商水 经度,114.59,33.54,18
1382,河南省,河南扶沟 经度,114.38,34.05,18
1383,河南省,河南鹿邑 经度,115.48,33.86,18
1384,河南省,河南淮阳 经度,114.88,33.74,18
1385,河南省,河南沈丘 经度,115.06,33.41,18
1386,河南省,河南西华 经度,114.5,33.79,18
1387,河南省,河南太康 经度,114.85,34.06,18
1388,河南省,河南郸城 经度,115.17,33.63,18
1389,河南省,河南项城 经度,114.9,33.44,18
1390,河南省,河南许昌 经度,113.81,34.02,18
1391,河南省,河南鄢县 经度,114.17,34.11,18
1392,河南省,河南郾城 经度,113.98,33.6,18
1393,河南省,河南襄城 经度,113.46,33.86,18
1394,河南省,河南鲁山 经度,112.88,33.74,18
1395,河南省,河南郏县 经度,113.19,33.98,18
1396,河南省,河南漯河 经度,114.02,33.56,18
1397,河南省,河南长葛 经度,113.77,34.22,18
1398,河南省,河南临颖 经度,113.94,33.81,18
1399,河南省,河南舞阳 经度,113.58,33.44,18
1400,河南省,河南叶县 经度,113.35,33.62,18
1401,河南省,河南宝丰 经度,113.04,33.86,18
1402,河南省,河南禹县 经度,113.47,34.16,18
1403,河南省,河南驻马店 经度,114.02,32.98,18
1404,河南省,河南确山 经度,114.02,32.83,18
1405,河南省,河南西平 经度,114.0,33.38,18
1406,河南省,河南汝南 经度,114.35,33.0,18
1407,河南省,河南新蔡 经度,114.97,32.75,18
1408,河南省,河南泌阳 经度,113.31,32.72,18
1409,河南省,河南遂平 经度,113.98,33.15,18
1410,河南省,河南上蔡 经度,114.26,33.25,18
1411,河南省,河南平舆 经度,114.62,32.97,18
1412,河南省,河南正阳 经度,114.38,32.62,18
1413,河南省,河南信阳 经度,114.08,32.13,18
1414,河南省,河南息县 经度,114.72,32.35,18
1415,河南省,河南固始 经度,115.68,32.17,18
1416,河南省,河南潢川 经度,115.04,32.13,18
1417,河南省,河南新县 经度,114.83,31.62,18
1418,河南省,河南罗山 经度,114.53,32.21,18
1419,河南省,河南淮滨 经度,115.41,32.44,18
1420,河南省,河南商城 经度,115.42,31.81,18
1421,河南省,河南光山 经度,114.91,32.02,18
1422,河南省,河南南阳 经度,112.53,33.01,18
1423,河南省,河南方城 经度,112.98,33.25,18
1424,河南省,河南唐河 经度,112.83,32.7,18
1425,河南省,河南新野 经度,112.36,32.51,18
1426,河南省,河南邓县 经度,112.08,32.68,18
1427,河南省,河南淅川 经度,111.47,33.14,18
1428,河南省,河南南召 经度,112.4,33.49,18
1429,河南省,河南社旗 经度,112.92,33.05,18
1430,河南省,河南桐柏 经度,113.4,32.37,18
1431,河南省,河南镇平 经度,112.23,33.03,18
1432,河南省,河南内乡 经度,111.83,33.05,18
1433,河南省,河南西峡 经度,111.5,33.31,18
1434,河南省,河南三门峡 经度,111.19,34.76,18
1435,河南省,河南孟津 经度,112.42,34.84,18
